tavg,tmin,tmax,prcp,pres,city,year,month,tavg_norm,tmin_norm,tmax_norm,prcp_norm,pres_norm,fuzzy_prcp_label
25.6,23.2,29.3,964.1,1009.7,0,2015,1,0.15789473684210562,0.31428571428571367,0.16129032258064518,0.6866561332950302,0.47169811320755123,High
25.9,23.4,31.8,623.7,1009.7,0,2015,1,0.23684210526315747,0.3714285714285706,0.5645161290322581,0.4421861534041942,0.47169811320755123,High
26.9,23.7,31.8,263.9,1009.7,0,2015,1,0.49999999999999956,0.4571428571428565,0.5645161290322581,0.1837833955759839,0.47169811320755123,Medium
27.3,23.7,31.8,263.9,1009.7,0,2015,1,0.605263157894737,0.4571428571428565,0.5645161290322581,0.1837833955759839,0.47169811320755123,Medium
27.4,23.7,33.0,333.4,1009.7,0,2015,1,0.6315789473684206,0.4571428571428565,0.7580645161290323,0.2336972134444125,0.47169811320755123,Medium
27.7,24.2,32.8,316.4,1009.7,0,2015,1,0.7105263157894733,0.5999999999999994,0.7258064516129027,0.22148807813846594,0.47169811320755123,Medium
28.0,23.6,31.8,180.6,1009.7,0,2015,1,0.7894736842105262,0.42857142857142855,0.5645161290322581,0.12395863257684572,0.47169811320755123,Low
27.6,23.8,32.8,184.4,1009.7,0,2015,1,0.6842105263157897,0.4857142857142855,0.7258064516129027,0.12668773340993966,0.47169811320755123,Low
27.7,24.3,32.6,126.4,1009.7,0,2015,1,0.7105263157894733,0.6285714285714283,0.6935483870967744,0.08503303648376903,0.47169811320755123,Low
27.3,24.0,32.3,222.3,1009.7,0,2015,1,0.605263157894737,0.5428571428571425,0.6451612903225802,0.1539069232979029,0.47169811320755123,Low
26.7,23.8,32.0,593.5,1009.7,0,2015,1,0.4473684210526313,0.4857142857142855,0.596774193548387,0.42049698362539495,0.47169811320755123,High
26.9,23.7,31.8,445.0,1009.7,0,2015,1,0.49999999999999956,0.4571428571428565,0.5645161290322581,0.31384659580580293,0.47169811320755123,High
27.2,24.4,31.3,362.7,1009.7,0,2016,1,0.5789473684210523,0.6571428571428564,0.48387096774193555,0.2547400172364263,0.47169811320755123,Medium
26.6,24.1,30.0,1400.4,1009.7,0,2016,1,0.4210526315789477,0.5714285714285714,0.2741935483870967,1.0,0.47169811320755123,High
27.2,23.7,31.8,263.9,1009.7,0,2016,1,0.5789473684210523,0.4571428571428565,0.5645161290322581,0.1837833955759839,0.47169811320755123,Medium
27.6,24.4,33.4,498.3,1009.7,0,2016,1,0.6842105263157897,0.6571428571428564,0.82258064516129,0.35212582591209424,0.47169811320755123,High
27.5,24.4,32.6,394.6,1009.7,0,2016,1,0.6578947368421051,0.6571428571428564,0.6935483870967744,0.2776501005458202,0.47169811320755123,Medium
26.9,23.5,32.5,442.3,1009.7,0,2016,1,0.49999999999999956,0.3999999999999996,0.6774193548387096,0.3119074978454467,0.47169811320755123,High
27.6,24.0,33.1,173.6,1009.7,0,2016,1,0.6842105263157897,0.5428571428571425,0.774193548387097,0.11893134156851479,0.47169811320755123,Low
27.7,24.0,33.8,302.7,1009.7,0,2016,1,0.7105263157894733,0.5428571428571425,0.8870967741935479,0.21164895145073254,0.47169811320755123,Medium
26.9,23.5,33.2,297.0,1009.7,0,2016,1,0.49999999999999956,0.3999999999999996,0.7903225806451617,0.2075553002010916,0.47169811320755123,Medium
26.8,23.7,33.0,251.7,1009.7,0,2016,1,0.4736842105263159,0.4571428571428565,0.7580645161290323,0.1750215455328928,0.47169811320755123,Medium
26.7,23.9,32.2,434.7,1009.7,0,2016,1,0.4473684210526313,0.5142857142857135,0.6290322580645166,0.3064492961792588,0.47169811320755123,High
26.8,23.8,32.2,317.2,1009.7,0,2016,1,0.4736842105263159,0.4857142857142855,0.6290322580645166,0.2220626256822752,0.47169811320755123,Medium
26.7,23.7,32.0,413.0,1009.7,0,2017,1,0.4473684210526313,0.4571428571428565,0.596774193548387,0.2908646940534329,0.47169811320755123,High
26.2,23.3,30.5,467.6,1009.7,0,2017,1,0.3157894736842103,0.34285714285714264,0.35483870967741926,0.33007756391841425,0.47169811320755123,High
26.9,23.4,32.0,221.4,1009.7,0,2017,1,0.49999999999999956,0.3714285714285706,0.596774193548387,0.15326055731111748,0.47169811320755123,Low
26.6,23.6,32.8,435.2,1009.7,0,2017,1,0.4210526315789477,0.42857142857142855,0.7258064516129027,0.3068083883941396,0.47169811320755123,High
27.3,24.0,32.3,263.8,1009.1,0,2017,1,0.605263157894737,0.5428571428571425,0.6451612903225802,0.18371157713300776,0.35849056603773466,Low
27.2,23.7,32.5,294.7,1009.8,0,2017,1,0.5789473684210523,0.4571428571428565,0.6774193548387096,0.20590347601264003,0.4905660377358361,Medium
27.3,23.8,32.4,238.5,1009.7,0,2017,1,0.605263157894737,0.4857142857142855,0.6612903225806449,0.1655415110600402,0.47169811320755123,Low
27.0,23.7,31.9,383.1,1009.7,0,2017,1,0.5263157894736841,0.4571428571428565,0.5806451612903223,0.2693909796035622,0.47169811320755123,Medium
27.0,24.0,31.9,211.8,1009.7,0,2017,1,0.5263157894736841,0.5428571428571425,0.5806451612903223,0.1463659867854065,0.47169811320755123,Low
26.9,23.7,31.8,190.3,1009.7,0,2017,1,0.49999999999999956,0.4571428571428565,0.5645161290322581,0.1309250215455329,0.47169811320755123,Low
26.9,24.0,32.3,210.8,1009.7,0,2017,1,0.49999999999999956,0.5428571428571425,0.6451612903225802,0.14564780235564492,0.47169811320755123,Low
26.6,23.7,31.8,483.9,1009.7,0,2017,1,0.4210526315789477,0.4571428571428565,0.5645161290322581,0.3417839701235277,0.47169811320755123,High
26.4,23.7,31.8,318.5,1009.7,0,2018,1,0.3684210526315785,0.4571428571428565,0.5645161290322581,0.22299626544096524,0.47169811320755123,Medium
26.3,23.7,30.0,419.3,1010.8,0,2018,1,0.34210526315789486,0.4571428571428565,0.2741935483870967,0.29538925596093074,0.6792452830188566,High
26.8,23.7,31.5,373.4,1009.7,0,2018,1,0.4736842105263159,0.4571428571428565,0.5161290322580645,0.262424590634875,0.47169811320755123,Medium
27.4,24.2,31.9,390.1,1009.7,0,2018,1,0.6315789473684206,0.5999999999999994,0.5806451612903223,0.2744182706118931,0.47169811320755123,Medium
27.3,24.2,32.1,225.8,1009.7,0,2018,1,0.605263157894737,0.5999999999999994,0.6129032258064518,0.15642056880206837,0.47169811320755123,Low
27.3,23.9,33.0,273.3,1009.7,0,2018,1,0.605263157894737,0.5142857142857135,0.7580645161290323,0.1905343292157426,0.47169811320755123,Medium
28.0,24.0,33.2,266.0,1009.0,0,2018,1,0.7894736842105262,0.5428571428571425,0.7903225806451617,0.18529158287848319,0.3396226415094283,Low
27.9,23.8,33.5,136.4,1009.3,0,2018,1,0.7631578947368416,0.4857142857142855,0.8387096774193549,0.09221488078138466,0.3962264150943259,Low
26.9,23.4,32.1,263.9,1010.2,0,2018,1,0.49999999999999956,0.3714285714285706,0.6129032258064518,0.1837833955759839,0.5660377358490615,Low
26.6,23.7,31.8,263.9,1010.4,0,2018,1,0.4210526315789477,0.4571428571428565,0.5645161290322581,0.1837833955759839,0.6037735849056527,Low
26.9,23.8,32.1,351.0,1009.9,0,2018,1,0.49999999999999956,0.4857142857142855,0.6129032258064518,0.24633725940821602,0.5094339622641424,Medium
26.6,23.5,32.0,568.7,1009.6,0,2018,1,0.4210526315789477,0.3999999999999996,0.596774193548387,0.40268600976730823,0.4528301886792449,High
26.7,24.2,31.4,432.0,1010.6,0,2019,1,0.4473684210526313,0.5999999999999994,0.4999999999999997,0.3045101982189026,0.6415094339622653,Low
26.7,24.0,31.0,305.0,1011.8,0,2019,1,0.4473684210526313,0.5428571428571425,0.4354838709677419,0.21330077563918412,0.867924528301877,Low
27.2,24.0,32.1,179.0,1010.8,0,2019,1,0.5789473684210523,0.5428571428571425,0.6129032258064518,0.12280953748922722,0.6792452830188566,Low
27.6,24.6,32.8,176.0,1009.6,0,2019,1,0.6842105263157897,0.7142857142857143,0.7258064516129027,0.12065498419994254,0.4528301886792449,Low
28.2,24.3,33.8,232.0,1009.7,0,2019,1,0.8421052631578944,0.6285714285714283,0.8870967741935479,0.16087331226659005,0.47169811320755123,Low
27.8,24.5,32.9,247.0,1009.5,0,2019,1,0.736842105263158,0.6857142857142853,0.7419354838709675,0.1716460787130135,0.4339622641509385,Low
27.6,23.9,32.8,194.0,1010.0,0,2019,1,0.6842105263157897,0.5142857142857135,0.7258064516129027,0.13358230393565065,0.5283018867924488,Low
27.8,24.0,33.6,162.0,1009.8,0,2019,1,0.736842105263158,0.5428571428571425,0.8548387096774196,0.11060040218328065,0.4905660377358361,Low
28.0,24.1,33.5,136.0,1010.7,0,2019,1,0.7894736842105262,0.5714285714285714,0.8387096774193549,0.09192760700948002,0.6603773584905717,Low
26.6,23.8,32.0,377.0,1010.0,0,2019,1,0.4210526315789477,0.4857142857142855,0.596774193548387,0.26501005458201665,0.5283018867924488,Low
26.9,23.8,32.8,259.0,1010.0,0,2019,1,0.49999999999999956,0.4857142857142855,0.7258064516129027,0.18026429187015225,0.5283018867924488,Low
26.2,23.8,30.6,580.0,1010.6,0,2019,1,0.3157894736842103,0.4857142857142855,0.37096774193548404,0.41080149382361386,0.6415094339622653,High
26.7,24.4,30.4,476.0,1010.5,0,2020,1,0.4473684210526313,0.6571428571428564,0.33870967741935454,0.33611031312841133,0.622641509433959,Low
26.6,24.1,30.5,516.0,1011.5,0,2020,1,0.4210526315789477,0.5714285714285714,0.35483870967741926,0.36483769031887386,0.8113207547169795,High
27.3,24.4,32.0,389.0,1010.5,0,2020,1,0.605263157894737,0.6571428571428564,0.596774193548387,0.2736282677391554,0.622641509433959,Low
27.5,24.4,32.7,316.0,1010.4,0,2020,1,0.6578947368421051,0.6571428571428564,0.7096774193548392,0.2212008043665613,0.6037735849056527,Low
27.8,24.7,33.5,305.0,1009.3,0,2020,1,0.736842105263158,0.7428571428571422,0.8387096774193549,0.21330077563918412,0.3962264150943259,Low
26.9,23.8,32.5,266.0,1009.6,0,2020,1,0.49999999999999956,0.4857142857142855,0.6774193548387096,0.18529158287848319,0.4528301886792449,Medium
26.9,23.7,32.1,138.0,1008.9,0,2020,1,0.49999999999999956,0.4571428571428565,0.6129032258064518,0.09336397586900315,0.32075471698112196,Low
27.2,23.7,33.0,255.0,1009.2,0,2020,1,0.5789473684210523,0.4571428571428565,0.7580645161290323,0.177391554151106,0.377358490566041,Low
26.4,23.6,31.7,380.0,1009.6,0,2020,1,0.3684210526315785,0.42857142857142855,0.5483870967741934,0.2671646078713013,0.4528301886792449,Medium
26.7,23.7,32.5,261.0,1009.2,0,2020,1,0.4473684210526313,0.4571428571428565,0.6774193548387096,0.18170066072967536,0.377358490566041,Medium
26.3,23.7,31.7,292.0,1010.1,0,2020,1,0.34210526315789486,0.4571428571428565,0.5483870967741934,0.20396437805228382,0.5471698113207552,Low
26.4,23.6,31.2,393.0,1009.3,0,2020,1,0.3684210526315785,0.42857142857142855,0.4677419354838708,0.27650100545820167,0.3962264150943259,Medium
25.8,23.6,29.9,896.0,1009.5,0,2021,1,0.21052631578947384,0.42857142857142855,0.2580645161290319,0.6377477736282677,0.4339622641509385,High
26.1,23.1,30.1,597.0,1010.7,0,2021,1,0.28947368421052666,0.2857142857142857,0.2903225806451614,0.42301062912956044,0.6603773584905717,High
26.5,23.5,31.5,449.0,1010.1,0,2021,1,0.3947368421052631,0.3999999999999996,0.5161290322580645,0.31671933352484916,0.5471698113207552,High
27.0,23.5,32.7,162.0,1010.3,0,2021,1,0.5263157894736841,0.3999999999999996,0.7096774193548392,0.11060040218328065,0.5849056603773464,Low
27.4,24.1,32.9,198.0,1008.9,0,2021,1,0.6315789473684206,0.5714285714285714,0.7419354838709675,0.1364550416546969,0.32075471698112196,Low
27.2,22.7,32.8,258.0,1010.2,0,2021,1,0.5789473684210523,0.17142857142857082,0.7258064516129027,0.17954610744039068,0.5660377358490615,Low
27.3,23.6,33.3,467.0,1009.3,0,2021,1,0.605263157894737,0.42857142857142855,0.8064516129032253,0.3296466532605573,0.3962264150943259,High
26.4,23.5,31.7,335.0,1010.2,0,2021,1,0.3684210526315785,0.3999999999999996,0.5483870967741934,0.234846308532031,0.5660377358490615,Medium
26.6,23.8,32.1,203.0,1009.7,0,2021,1,0.4210526315789477,0.4857142857142855,0.6129032258064518,0.14004596380350473,0.47169811320755123,Low
27.2,24.0,32.8,268.0,1009.5,0,2021,1,0.5789473684210523,0.5428571428571425,0.7258064516129027,0.1867279517380063,0.4339622641509385,Low
26.4,23.4,32.0,263.9,1008.7,0,2021,1,0.3684210526315785,0.3714285714285706,0.596774193548387,0.1837833955759839,0.28301886792453074,Medium
26.5,23.8,31.5,263.9,1010.0,0,2021,1,0.3947368421052631,0.4857142857142855,0.5161290322580645,0.1837833955759839,0.5283018867924488,Low
25.9,23.3,30.3,263.9,1010.2,0,2022,1,0.23684210526315747,0.34285714285714264,0.32258064516129037,0.1837833955759839,0.5660377358490615,High
26.6,23.5,31.9,263.9,1009.2,0,2022,1,0.4210526315789477,0.3999999999999996,0.5806451612903223,0.1837833955759839,0.377358490566041,Medium
26.8,23.7,32.0,263.9,1008.8,0,2022,1,0.4736842105263159,0.4571428571428565,0.596774193548387,0.1837833955759839,0.30188679245281563,Medium
26.7,23.6,32.7,263.9,1008.9,0,2022,1,0.4473684210526313,0.42857142857142855,0.7096774193548392,0.1837833955759839,0.32075471698112196,Medium
27.5,24.2,32.8,263.9,1008.4,0,2022,1,0.6578947368421051,0.5999999999999994,0.7258064516129027,0.1837833955759839,0.2264150943396117,Low
26.6,23.6,31.7,154.9,1008.8,0,2022,1,0.4210526315789477,0.42857142857142855,0.5483870967741934,0.10550129273197356,0.30188679245281563,Low
27.1,23.8,32.1,217.3,1008.2,0,2022,1,0.5526315789473687,0.4857142857142855,0.6129032258064518,0.15031600114909507,0.1886792452830205,Low
26.5,23.4,31.7,157.2,1008.7,0,2022,1,0.3947368421052631,0.3714285714285706,0.5483870967741934,0.10715311692042515,0.28301886792453074,Low
26.4,23.5,31.6,317.5,1009.7,0,2022,1,0.3684210526315785,0.3999999999999996,0.5322580645161292,0.22227808101120367,0.47169811320755123,Medium
26.2,23.5,31.4,286.4,1009.4,0,2022,1,0.3157894736842103,0.3999999999999996,0.4999999999999997,0.19994254524561905,0.4150943396226322,Medium
26.2,23.4,31.8,270.6,1009.5,0,2022,1,0.3157894736842103,0.3714285714285706,0.5645161290322581,0.18859523125538638,0.4339622641509385,Medium
26.0,23.4,30.8,564.7,1009.1,0,2022,1,0.26315789473684204,0.3714285714285706,0.40322580645161293,0.399813272048262,0.35849056603773466,Medium
26.1,23.4,30.6,401.2,1009.5,0,2023,1,0.28947368421052666,0.3714285714285706,0.37096774193548404,0.28239011778224643,0.4339622641509385,Medium
26.2,23.7,30.5,366.0,1009.8,0,2023,1,0.3157894736842103,0.4571428571428565,0.35483870967741926,0.25711002585463943,0.4905660377358361,High
26.0,23.4,30.2,389.5,1010.7,0,2023,1,0.26315789473684204,0.3714285714285706,0.3064516129032256,0.27398735995403617,0.6603773584905717,High
27.3,23.8,32.7,297.3,1009.2,0,2023,1,0.605263157894737,0.4857142857142855,0.7096774193548392,0.2077707555300201,0.377358490566041,Low
27.8,24.5,33.6,220.9,1010.0,0,2023,1,0.736842105263158,0.6857142857142853,0.8548387096774196,0.1529014650962367,0.5283018867924488,Low
27.6,24.3,33.0,197.7,1009.8,0,2023,1,0.6842105263157897,0.6285714285714283,0.7580645161290323,0.13623958632576844,0.4905660377358361,Low
27.7,24.3,32.7,110.1,1010.0,0,2023,1,0.7105263157894733,0.6285714285714283,0.7096774193548392,0.07332663027865555,0.5283018867924488,Low
27.4,23.9,32.9,247.3,1010.5,0,2023,1,0.6315789473684206,0.5142857142857135,0.7419354838709675,0.17186153404194196,0.622641509433959,Low
27.7,24.4,32.9,249.2,1009.9,0,2023,1,0.7105263157894733,0.6571428571428564,0.7419354838709675,0.17322608445848892,0.5094339622641424,Low
27.3,24.1,32.5,227.7,1011.2,0,2023,1,0.605263157894737,0.5714285714285714,0.6774193548387096,0.15778511921861532,0.754716981132082,Low
26.9,24.0,32.3,235.2,1010.0,0,2023,1,0.49999999999999956,0.5428571428571425,0.6451612903225802,0.16317150244182704,0.5283018867924488,Low
27.1,24.2,31.9,253.1,1010.4,0,2023,1,0.5526315789473687,0.5999999999999994,0.5806451612903223,0.176027003734559,0.6037735849056527,Low
26.7,24.2,30.9,285.6,1011.2,0,2024,1,0.4473684210526313,0.5999999999999994,0.4193548387096771,0.19936799770180982,0.754716981132082,Low
27.1,24.5,30.4,348.4,1012.1,0,2024,1,0.5526315789473687,0.6857142857142853,0.33870967741935454,0.24446997989083594,0.9245283018867961,Low
27.4,24.7,30.8,210.3,1011.1,0,2024,1,0.6315789473684206,0.7428571428571422,0.40322580645161293,0.14528871014076414,0.7358490566037756,Low
28.2,25.0,32.9,219.0,1009.0,0,2024,1,0.8421052631578944,0.8285714285714282,0.7419354838709675,0.15153691467968974,0.3396226415094283,Low
27.8,24.9,32.7,322.3,1008.9,0,2024,1,0.736842105263158,0.7999999999999992,0.7096774193548392,0.22572536627405917,0.32075471698112196,Low
27.5,24.4,32.6,238.7,1010.2,0,2024,1,0.6578947368421051,0.6571428571428564,0.6935483870967744,0.1656851479459925,0.5660377358490615,Low
28.0,24.3,33.1,59.2,1009.5,0,2024,1,0.7894736842105262,0.6285714285714283,0.774193548387097,0.036771042803792016,0.4339622641509385,Low
27.1,24.0,32.3,263.9,1010.3,0,2024,1,0.5526315789473687,0.5428571428571425,0.6451612903225802,0.1837833955759839,0.5849056603773464,Low
28.0,24.3,33.3,263.9,1009.2,0,2024,1,0.7894736842105262,0.6285714285714283,0.8064516129032253,0.1837833955759839,0.377358490566041,Low
27.5,24.0,32.9,148.2,1009.9,0,2024,1,0.6578947368421051,0.5428571428571425,0.7419354838709675,0.10068945705257108,0.5094339622641424,Low
26.8,24.0,31.9,326.4,1008.7,0,2024,1,0.4736842105263159,0.5428571428571425,0.5806451612903223,0.22866992243608156,0.28301886792453074,Medium
26.8,24.3,31.2,263.9,1008.4,0,2024,1,0.4736842105263159,0.6285714285714283,0.4677419354838708,0.1837833955759839,0.2264150943396117,Low
26.4,23.7,30.2,193.0,1009.1,1,2000,1,0.3684210526315785,0.4571428571428565,0.3064516129032256,0.1328641195058891,0.35849056603773466,Medium
26.2,23.6,30.2,352.0,1008.9,1,2000,1,0.3157894736842103,0.42857142857142855,0.3064516129032256,0.2470554438379776,0.32075471698112196,Medium
27.0,23.8,31.2,163.0,1009.1,1,2000,1,0.5263157894736841,0.4857142857142855,0.4677419354838708,0.11131858661304223,0.35849056603773466,Low
27.3,24.0,31.4,289.0,1008.9,1,2000,1,0.605263157894737,0.5428571428571425,0.4999999999999997,0.20180982476299913,0.32075471698112196,Low
27.9,24.3,32.5,272.0,1009.0,1,2000,1,0.7631578947368416,0.6285714285714283,0.6774193548387096,0.18960068945705255,0.3396226415094283,Low
26.9,23.7,31.0,325.0,1009.3,1,2000,1,0.49999999999999956,0.4571428571428565,0.4354838709677419,0.2276644642344154,0.3962264150943259,Medium
27.6,23.7,31.8,78.0,1009.7,1,2000,1,0.6842105263157897,0.4571428571428565,0.5645161290322581,0.05027291008330939,0.47169811320755123,Low
27.2,23.7,31.8,255.0,1009.2,1,2000,1,0.5789473684210523,0.4571428571428565,0.5645161290322581,0.177391554151106,0.377358490566041,Low
27.3,23.7,31.6,209.0,1009.7,1,2000,1,0.605263157894737,0.4571428571428565,0.5322580645161292,0.1443550703820741,0.47169811320755123,Low
27.0,23.9,31.0,425.0,1009.0,1,2000,1,0.5263157894736841,0.5142857142857135,0.4354838709677419,0.29948290721057164,0.3396226415094283,Medium
27.1,24.1,31.2,266.0,1008.4,1,2000,1,0.5526315789473687,0.5714285714285714,0.4677419354838708,0.18529158287848319,0.2264150943396117,Low
26.8,23.9,30.7,198.0,1008.9,1,2000,1,0.4736842105263159,0.5142857142857135,0.3870967741935482,0.1364550416546969,0.32075471698112196,Medium
26.4,23.5,30.4,647.0,1009.0,1,2001,1,0.3684210526315785,0.3999999999999996,0.33870967741935454,0.45891985061763857,0.3396226415094283,Medium
26.6,23.7,30.5,141.0,1008.6,1,2001,1,0.4210526315789477,0.4571428571428565,0.35483870967741926,0.09551852915828785,0.2641509433962244,Medium
27.2,24.0,31.3,281.0,1009.5,1,2001,1,0.5789473684210523,0.5428571428571425,0.48387096774193555,0.19606434932490663,0.4339622641509385,Medium
27.5,24.4,31.3,241.0,1009.3,1,2001,1,0.6578947368421051,0.6571428571428564,0.48387096774193555,0.16733697213444412,0.3962264150943259,Low
28.1,24.5,32.4,113.0,1009.4,1,2001,1,0.8157894736842107,0.6857142857142853,0.6612903225806449,0.07540936512496409,0.4150943396226322,Low
27.1,23.9,31.1,171.0,1009.2,1,2001,1,0.5526315789473687,0.5142857142857135,0.4516129032258066,0.11706406205113472,0.377358490566041,Low
27.9,23.8,32.2,119.0,1009.1,1,2001,1,0.7631578947368416,0.4857142857142855,0.6290322580645166,0.07971847170353347,0.35849056603773466,Low
27.8,24.3,31.8,128.0,1009.2,1,2001,1,0.736842105263158,0.6285714285714283,0.5645161290322581,0.08618213157138753,0.377358490566041,Low
27.3,23.9,31.1,210.0,1009.9,1,2001,1,0.605263157894737,0.5142857142857135,0.4516129032258066,0.14507325481183567,0.5094339622641424,Low
26.9,23.9,30.9,439.0,1009.9,1,2001,1,0.49999999999999956,0.5142857142857135,0.4193548387096771,0.3095374892272335,0.5094339622641424,High
26.9,23.8,30.9,288.0,1009.8,1,2001,1,0.49999999999999956,0.4857142857142855,0.4193548387096771,0.20109164033323756,0.4905660377358361,Low
26.7,23.6,30.8,210.0,1010.8,1,2001,1,0.4473684210526313,0.42857142857142855,0.40322580645161293,0.14507325481183567,0.6792452830188566,Low
26.5,24.0,30.8,153.0,1010.3,1,2002,1,0.3947368421052631,0.5428571428571425,0.40322580645161293,0.10413674231542659,0.5849056603773464,Low
26.3,23.7,30.5,101.0,1011.7,1,2002,1,0.34210526315789486,0.4571428571428565,0.35483870967741926,0.06679115196782533,0.8490566037735922,Low
27.0,24.0,31.4,103.0,1010.0,1,2002,1,0.5263157894736841,0.5428571428571425,0.4999999999999997,0.06822752082734845,0.5283018867924488,Low
27.7,24.3,31.9,237.0,1008.9,1,2002,1,0.7105263157894733,0.6285714285714283,0.5806451612903223,0.16446423441539787,0.32075471698112196,Low
28.3,25.0,32.5,131.0,1009.3,1,2002,1,0.868421052631579,0.8285714285714282,0.6774193548387096,0.08833668486067221,0.3962264150943259,Low
27.7,24.3,32.0,234.0,1009.3,1,2002,1,0.7105263157894733,0.6285714285714283,0.596774193548387,0.1623096811261132,0.3962264150943259,Low
28.1,24.2,32.6,164.0,1009.7,1,2002,1,0.8157894736842107,0.5999999999999994,0.6935483870967744,0.11203677104280378,0.47169811320755123,Low
27.5,24.0,32.1,196.0,1009.7,1,2002,1,0.6578947368421051,0.5428571428571425,0.6129032258064518,0.1350186727951738,0.47169811320755123,Low
27.4,24.1,31.8,261.0,1010.9,1,2002,1,0.6315789473684206,0.5714285714285714,0.5645161290322581,0.18170066072967536,0.6981132075471629,Low
27.1,24.0,31.4,276.0,1010.1,1,2002,1,0.5526315789473687,0.5428571428571425,0.4999999999999997,0.1924734271760988,0.5471698113207552,Low
27.2,24.2,31.0,445.0,1009.7,1,2002,1,0.5789473684210523,0.5999999999999994,0.4354838709677419,0.31384659580580293,0.47169811320755123,High
27.7,24.5,32.0,208.0,1010.3,1,2002,1,0.7105263157894733,0.6857142857142853,0.596774193548387,0.14363688595231255,0.5849056603773464,Low
27.0,24.3,31.4,337.0,1010.9,1,2003,1,0.5263157894736841,0.6285714285714283,0.4999999999999997,0.23628267739155415,0.6981132075471629,Low
26.9,24.3,31.2,70.0,1010.3,1,2003,1,0.49999999999999956,0.6285714285714283,0.4677419354838708,0.04452743464521689,0.5849056603773464,Low
27.0,24.1,31.1,166.0,1010.4,1,2003,1,0.5263157894736841,0.5714285714285714,0.4516129032258066,0.11347313990232691,0.6037735849056527,Low
27.9,24.7,31.9,150.0,1009.3,1,2003,1,0.7631578947368416,0.7428571428571422,0.5806451612903223,0.10198218902614191,0.3962264150943259,Low
28.0,24.8,32.1,235.0,1008.9,1,2003,1,0.7894736842105262,0.7714285714285712,0.6129032258064518,0.16302786555587473,0.32075471698112196,Low
27.7,24.4,31.9,202.0,1009.4,1,2003,1,0.7105263157894733,0.6571428571428564,0.5806451612903223,0.13932777937374316,0.4150943396226322,Low
27.5,24.2,31.7,122.0,1009.8,1,2003,1,0.6578947368421051,0.5999999999999994,0.5483870967741934,0.08187302499281815,0.4905660377358361,Low
27.7,24.2,31.9,233.0,1009.5,1,2003,1,0.7105263157894733,0.5999999999999994,0.5806451612903223,0.16159149669635162,0.4339622641509385,Low
27.5,24.3,31.6,127.0,1010.3,1,2003,1,0.6578947368421051,0.6285714285714283,0.5322580645161292,0.08546394714162596,0.5849056603773464,Low
26.9,24.0,30.7,388.0,1010.3,1,2003,1,0.49999999999999956,0.5428571428571425,0.3870967741935482,0.2729100833093938,0.5849056603773464,Low
27.0,24.0,31.0,289.0,1009.6,1,2003,1,0.5263157894736841,0.5428571428571425,0.4354838709677419,0.20180982476299913,0.4528301886792449,Medium
26.6,23.9,30.6,335.0,1009.8,1,2003,1,0.4210526315789477,0.5142857142857135,0.37096774193548404,0.234846308532031,0.4905660377358361,Low
26.6,24.3,30.5,246.0,1010.3,1,2004,1,0.4210526315789477,0.6285714285714283,0.35483870967741926,0.17092789428325192,0.5849056603773464,Low
26.5,23.6,30.6,140.0,1010.7,1,2004,1,0.3947368421052631,0.42857142857142855,0.37096774193548404,0.09480034472852628,0.6603773584905717,Low
27.2,24.3,31.2,144.0,1010.0,1,2004,1,0.5789473684210523,0.6285714285714283,0.4677419354838708,0.09767308244757253,0.5283018867924488,Low
27.7,24.4,31.7,191.0,1009.6,1,2004,1,0.7105263157894733,0.6571428571428564,0.5483870967741934,0.13142775064636597,0.4528301886792449,Low
27.6,24.4,31.6,364.0,1009.1,1,2004,1,0.6842105263157897,0.6571428571428564,0.5322580645161292,0.25567365699511635,0.35849056603773466,Low
27.7,24.1,32.0,79.0,1010.1,1,2004,1,0.7105263157894733,0.5714285714285714,0.596774193548387,0.050991094513070954,0.5471698113207552,Low
27.1,23.8,31.3,186.0,1009.6,1,2004,1,0.5526315789473687,0.4857142857142855,0.48387096774193555,0.12783682849755817,0.4528301886792449,Low
27.6,24.0,31.8,156.0,1009.7,1,2004,1,0.6842105263157897,0.5428571428571425,0.5645161290322581,0.10629129560471129,0.47169811320755123,Low
26.9,23.6,31.0,348.0,1010.4,1,2004,1,0.49999999999999956,0.42857142857142855,0.4354838709677419,0.24418270611893134,0.6037735849056527,Low
27.0,23.8,31.0,260.0,1010.6,1,2004,1,0.5263157894736841,0.4857142857142855,0.4354838709677419,0.18098247629991382,0.6415094339622653,Low
27.0,23.8,30.8,202.0,1009.8,1,2004,1,0.5263157894736841,0.4857142857142855,0.40322580645161293,0.13932777937374316,0.4905660377358361,Low
26.5,23.7,30.4,330.0,1009.6,1,2004,1,0.3947368421052631,0.4571428571428565,0.33870967741935454,0.2312553863832232,0.4528301886792449,Medium
25.9,23.0,30.1,224.0,1011.0,1,2005,1,0.23684210526315747,0.25714285714285673,0.2903225806451614,0.15512783682849754,0.7169811320754693,High
26.9,24.5,30.8,57.0,1011.4,1,2005,1,0.49999999999999956,0.6857142857142853,0.40322580645161293,0.035191037058316575,0.7924528301886732,Low
26.8,24.2,30.8,234.0,1011.2,1,2005,1,0.4736842105263159,0.5999999999999994,0.40322580645161293,0.1623096811261132,0.754716981132082,Low
